fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.6,0.18,0.28,7.1,41,29,110,0.99652,3.2,0.42,9.2,6
8,0.17,0.29,2.4,29,52,119,0.98944,3.03,0.33,12.9,6
7.2,0.19,0.27,11.2,61,46,149,0.99772,2.99,0.59,9.3,6
7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6
7.1,0.31,0.17,1,42,21,144,0.99304,3.13,0.4,9.6,5
6.6,0.21,0.29,1.8,26,35,128,0.99183,3.37,0.48,11.2,6
7,0.16,0.36,2.6,29,28,98,0.99126,3.11,0.37,11.2,7
8,0.17,0.29,2.4,29,52,119,0.98944,3.03,0.33,12.9,6
6.6,0.24,0.38,8,42,56,187,0.99577,3.21,0.46,9.2,5
7.2,0.19,0.27,11.2,61,46,149,0.99772,2.99,0.59,9.3,6
7.6,0.18,0.28,7.1,41,29,110,0.99652,3.2,0.42,9.2,6
6.9,0.3,0.25,3.3,41,26,124,0.99428,3.18,0.5,9.3,6
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
6.9,0.31,0.32,1.2,24,20,166,0.99208,3.05,0.54,9.8,6
6.7,0.23,0.25,1.6,36,28,143,0.99256,3.3,0.54,10.3,6
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
5.7,0.23,0.28,9.65,25,26,121,0.9925,3.28,0.38,11.3,6
6.5,0.22,0.5,16.4,48,36,182,0.99904,3.02,0.49,8.8,6
7,0.18,0.37,1.5,43,16,104,0.99216,3.18,0.5,10.8,5
6.9,0.31,0.32,1.2,24,20,166,0.99208,3.05,0.54,9.8,6
6.9,0.3,0.25,3.3,41,26,124,0.99428,3.18,0.5,9.3,6
6.5,0.46,0.31,5,27,15,72,0.99165,3.26,0.6,11.5,7
6.5,0.23,0.36,16.3,38,43,133,0.99924,3.26,0.41,8.8,5
6.5,0.23,0.36,16.3,38,43,133,0.99924,3.26,0.41,8.8,5
6.5,0.23,0.36,16.3,38,43,133,0.99924,3.26,0.41,8.8,5
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
6.7,0.26,0.39,6.4,171,64,200,0.99562,3.19,0.38,9.4,6
7.5,0.28,0.39,10.2,45,59,209,0.9972,3.16,0.63,9.6,6
6.5,0.23,0.36,16.3,38,43,133,0.99924,3.26,0.41,8.8,5
6.8,0.23,0.42,7.4,44,56,189,0.9958,3.22,0.48,9.3,6
7.8,0.25,0.34,13.7,44,66,184,0.99976,3.22,0.75,8.9,5
7.8,0.25,0.34,13.7,44,66,184,0.99976,3.22,0.75,8.9,5
5.6,0.2,0.22,1.3,49,25,155,0.99296,3.74,0.43,10,5
6.4,0.21,0.44,7.4,45,47,182,0.9957,3.24,0.46,9.1,5
6.8,0.23,0.42,7.4,44,56,189,0.9958,3.22,0.48,9.3,6
6.8,0.24,0.37,7.45,43,59,188,0.99579,3.2,0.5,9.4,6
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6
7.8,0.25,0.34,13.7,44,66,184,0.99976,3.22,0.75,8.9,5
6.8,0.16,0.29,10.4,46,59,143,0.99518,3.2,0.4,10.8,6
5.2,0.28,0.29,1.1,28,18,69,0.99168,3.24,0.54,10,6
7.5,0.18,0.31,6.5,29,53,160,0.99276,3.03,0.38,10.9,6
7.5,0.26,0.3,4.6,27,29,92,0.99085,3.15,0.38,12,7
8.2,0.37,0.64,13.9,43,22,171,0.99873,2.99,0.8,9.3,5
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7
7.5,0.26,0.25,1.7,38,29,129,0.99312,3.45,0.56,10.4,6
7.5,0.18,0.31,6.5,29,53,160,0.99276,3.03,0.38,10.9,6
6.9,0.23,0.32,16.4,45,62,153,0.9972,3.22,0.42,10.5,5
5.3,0.2,0.31,3.6,36,22,91,0.99278,3.41,0.5,9.8,6
6.5,0.17,0.31,1.5,41,34,121,0.99092,3.06,0.46,10.5,6
6.5,0.35,0.28,12.4,51,86,213,0.9962,3.16,0.51,9.9,6
6.5,0.29,0.31,1.7,35,24,79,0.99053,3.27,0.69,11.4,7
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5
7.9,0.51,0.36,6.2,51,30,173,0.9984,3.09,0.53,9.7,5
7.9,0.51,0.34,2.6,49,13,135,0.99335,3.09,0.51,10,5
6.5,0.29,0.31,1.7,35,24,79,0.99053,3.27,0.69,11.4,7
7.1,0.29,0.28,9.3,48,50,141,0.9949,3.13,0.49,10.3,6
6.5,0.35,0.28,12.4,51,86,213,0.9962,3.16,0.51,9.9,6
6.5,0.17,0.31,1.5,41,34,121,0.99092,3.06,0.46,10.5,6
7.4,0.2,0.28,9.1,47,29,95,0.99532,3.16,0.47,9.8,7
6.9,615,0.42,12,67,24,131,0.99727,3.19,0.34,9.3,5
6.8,0.32,0.28,4.8,34,25,100,0.99026,3.08,0.47,12.4,7
6.3,0.2,0.19,12.3,48,54,145,0.99668,3.16,0.42,9.3,6
6.9,615,0.42,12,67,24,131,0.99727,3.19,0.34,9.3,5
8,0.23,0.28,2.7,48,49,165,0.9952,3.26,0.72,9.5,6
6.7,0.27,0.33,3.6,34,9,45,0.99144,3.08,0.4,10.5,6
6.7,0.27,0.33,3.6,34,9,45,0.99144,3.08,0.4,10.5,6
6.7,0.44,0.22,4.3,32,19,99,0.99015,3.26,0.53,12.8,7
7,0.34,0.3,1.8,45,44,142,0.9914,2.99,0.45,10.8,6
7.3,0.26,0.33,11.8,57,48,127,0.99693,3.1,0.55,10,6
5.8,0.17,0.34,1.8,45,96,170,0.99035,3.38,0.9,11.8,8
7.3,0.26,0.33,11.8,57,48,127,0.99693,3.1,0.55,10,6
5.8,0.17,0.34,1.8,45,96,170,0.99035,3.38,0.9,11.8,8
6.8,0.17,0.36,1.4,36,38,108,0.99006,3.19,0.66,12,6
7.1,0.43,0.3,6.6,25,15,138,0.99126,3.18,0.46,12.6,6
5.8,315,0.27,1.55,26,15,70,0.98994,3.37,0.4,11.9,8
5.9,0.17,0.28,0.7,27,5,28,0.98985,3.13,0.32,10.6,5
6.6,0.34,0.18,6.4,82,47,240,0.9971,3.42,0.48,9.2,5
8.6,0.33,0.34,11.8,59,42,240,0.99882,3.17,0.52,10,6
5.6,0.12,0.26,4.3,38,18,97,0.99477,3.36,0.46,9.2,5
5.8,0.13,0.26,5.1,39,19,103,0.99478,3.36,0.47,9.3,6
7.7,0.18,0.35,5.8,55,25,144,0.99576,3.24,0.54,10.2,6
7.7,0.16,0.36,5.9,54,25,148,0.99578,3.25,0.54,10.2,6
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
7.7,0.3,0.34,1.2,48,4,119,0.99084,3.18,0.34,12.1,6
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
6.4,0.27,0.29,10.8,28,17,118,0.99356,3.18,0.37,11.2,6
6.9,0.16,0.37,1.8,34,36,95,0.98952,2.93,0.59,12,6
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
7.7,0.3,0.34,1.2,48,4,119,0.99084,3.18,0.34,12.1,6
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
6.4,0.44,0.44,14.4,48,29,228,0.99955,3.26,0.54,8.8,7
6.3,0.2,0.24,1.7,52,36,135,0.99374,3.8,0.66,10.8,6
6.2,0.29,0.32,3.6,26,39,138,0.9892,3.31,0.37,13.1,7
7.6,0.39,0.32,3.6,35,22,93,0.99144,3.08,0.6,12.5,7
7,0.36,0.32,10.05,45,37,131,0.99352,3.09,0.33,11.7,8
7,0.36,0.32,10.05,45,37,131,0.99352,3.09,0.33,11.7,8
7,0.36,0.32,10.5,45,35,135,0.9935,3.09,0.33,11.6,8
7.6,0.2,0.36,1.9,43,24,111,0.99237,3.29,0.54,11.3,6
7.6,0.39,0.32,3.6,35,22,93,0.99144,3.08,0.6,12.5,7
6.7,0.2,0.37,1.65,25,42,103,0.99022,3.11,0.45,11.4,5
6.2,235,0.34,1.9,36,4,117,0.99032,3.4,0.44,12.2,5
7.8,965,0.6,65.8,74,8,160,1.03898,3.39,0.69,11.7,6
7.1,0.2,0.31,6.85,53,32,211,0.99587,3.31,0.59,10.4,6
7.1,0.2,0.31,7.4,53,32,211,0.99587,3.31,0.59,10.4,6
7.1,0.2,0.31,7.4,53,32,211,0.99587,3.31,0.59,10.4,6
6.4,0.24,0.25,20.2,83,35,157,0.99976,3.17,0.5,9.1,5
8,0.3,0.36,11,34,8,70,0.99354,3.05,0.41,12.2,6
6.4,0.24,0.25,20.2,83,35,157,0.99976,3.17,0.5,9.1,5
6.9,0.4,0.42,6.2,66,41,176,0.99552,3.12,0.54,9.4,5
6.9,0.4,0.43,6.2,65,42,178,0.99552,3.11,0.53,9.4,5
7.1,0.2,0.31,6.85,53,32,211,0.99587,3.31,0.59,10.4,6
6.6,0.25,0.51,8,47,61,189,0.99604,3.22,0.49,9.2,5
6.8,0.26,0.44,8.2,46,52,183,0.99584,3.2,0.51,9.4,5
6.5,0.37,0.3,2.2,33,39,107,0.98894,3.22,0.53,13.5,7
6.8,0.35,0.53,10.1,53,37,151,0.9963,3.07,0.4,9.4,5
6.4,0.22,0.32,7.2,28,15,83,993,3.13,0.55,10.9,8
6.5,0.37,0.3,2.2,33,39,107,0.98894,3.22,0.53,13.5,7
6.8,0.35,0.53,10.1,53,37,151,0.9963,3.07,0.4,9.4,5
6.9,0.31,0.32,1.6,36,34,114,0.99068,3.19,0.45,11.4,7
6.7,0.16,0.37,1.3,36,45,125,0.98964,3.19,0.51,12.4,7
6.6,0.25,0.51,8,47,61,189,0.99604,3.22,0.49,9.2,5
6.8,0.26,0.44,8.2,46,52,183,0.99584,3.2,0.51,9.4,5
5.6,0.15,0.31,5.3,38,8,79,0.9923,3.3,0.39,10.5,6
5.5,0.15,0.32,14,31,16,99,0.99437,3.26,0.38,11.5,8
6.4,0.22,0.32,7.2,28,15,83,993,3.13,0.55,10.9,8
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
7.5,0.17,0.71,11.8,38,52,148,0.99801,3.03,0.46,8.9,5
7.5,0.18,0.72,9.6,39,53,151,0.99802,3.03,0.46,8.9,5
7,0.27,0.48,6.1,42,60,184,0.99566,3.2,0.5,9.4,6
5.8,0.32,0.31,2.7,49,25,153,0.99067,3.44,0.73,12.2,7
7.8,0.26,0.31,3.6,25,22,100,0.99066,2.99,0.47,12.1,7
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5
6.7,0.16,0.34,1.6,26,27,109,0.9934,3.34,0.58,10.1,6
5.8,0.32,0.31,2.7,49,25,153,0.99067,3.44,0.73,12.2,7
6.7,0.19,0.39,1,32,14,71,0.98912,3.31,0.38,13,7
6.6,0.36,0.24,0.9,38,15,72,0.99066,3.23,0.39,11,5
7.2,0.17,0.41,1.6,52,24,126,0.99228,3.19,0.49,10.8,5
6.7,0.19,0.39,1,32,14,71,0.98912,3.31,0.38,13,7
6,0.11,0.47,10.6,52,69,148,0.9958,2.91,0.34,9.3,4
6,0.21,0.34,2,42,63,123,0.99052,3.44,0.42,11.4,6
6.7,325,0.82,1.2,152,49,120,0.99312,2.99,0.38,9.2,5
6.6,0.4,0.46,6.2,56,42,241,0.9968,3.5,0.6,9.9,5
6.5,0.2,0.24,9.2,44,25,150,0.99502,3.22,0.44,10.5,5
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6
7.2,0.26,0.4,6.3,47,52,172,0.99573,3.18,0.53,9.5,6
6.3,0.25,0.22,3.3,48,41,161,0.99256,3.16,0.5,10.5,6
6.5,0.22,0.45,8,53,52,196,0.9959,3.23,0.48,9.1,6
6.4,0.14,0.31,1.2,34,53,138,0.99084,3.38,0.35,11.5,7
6.4,0.14,0.31,1.2,34,53,138,0.99084,3.38,0.35,11.5,7
7.1,0.26,0.32,16.2,44,31,170,0.99644,3.17,0.37,11.2,5
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5
6.6,0.45,0.43,7.2,64,31,186,0.9954,3.12,0.44,9.4,5
6.6,0.17,0.3,1.1,31,13,73,0.99095,3.17,0.58,11,6
7.2,0.44,0.28,3.4,48,22,112,0.99188,3.21,0.37,11.3,7
6.2,0.15,0.27,1.4,41,51,117,0.9909,3.28,0.38,11.2,6
6.3,0.25,0.22,3.3,48,41,161,0.99256,3.16,0.5,10.5,6
6.5,0.22,0.45,8,53,52,196,0.9959,3.23,0.48,9.1,6
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6
6.9,0.15,0.29,2.3,33,14,82,0.99132,3.1,0.58,11.2,7
5.8,0.22,0.29,0.9,34,34,89,0.98936,3.14,0.36,11.1,7
6.5,0.37,0.33,3.5,36,23,92,0.99136,3.18,0.38,11.2,6
5.5,375,0.38,1.7,36,17,98,0.99142,3.29,0.39,10.5,6
5.9,0.2,0.4,1.3,47,23,92,0.99232,3.2,0.45,10,6
5.9,0.22,0.38,1.3,46,24,90,0.99232,3.2,0.47,10,6
8,0.22,0.31,5.6,49,24,97,993,3.1,0.42,10.9,5
6.5,0.22,0.29,7.4,28,16,87,0.99311,3.15,0.56,10.9,7
6.9,0.15,0.29,2.3,33,14,82,0.99132,3.1,0.58,11.2,7
5.8,0.2,0.34,1,35,40,86,0.98993,3.5,0.42,11.7,5
6.6,0.31,0.07,1.5,33,55,144,0.99208,3.16,0.42,10,5
7.7,0.43,0.37,10,169,22,210,0.99776,3.02,0.64,9.5,5
6.7,0.24,0.29,14.9,53,55,136,0.99839,3.03,0.52,9,5
7.3,0.23,0.34,9.3,52,19,86,0.99574,3.04,0.56,10,5
7.9,0.2,0.39,1,41,37,154,0.99093,3.08,0.43,11.9,5
5.3,0.16,0.39,1,28,40,101,0.99156,3.57,0.59,10.6,6
6.4,0.21,0.28,5.9,47,29,101,0.99278,3.15,0.4,11,6
6.9,0.33,0.26,5,27,46,143,0.9924,3.25,0.43,11.2,7
5.6,0.18,0.58,1.25,34,29,129,0.98984,3.51,0.6,12,7
6.6,0.29,0.31,3.9,27,39,96,0.99035,3.24,0.6,12.6,8
6.9,0.33,0.26,5,27,46,143,0.9924,3.25,0.43,11.2,7
6.6,0.21,0.36,0.8,34,48,113,0.99165,3.24,0.68,10.5,6
7.3,0.21,0.33,1,37,66,144,0.9923,3.11,0.52,10.2,6
6.4,0.21,0.28,5.9,47,29,101,0.99278,3.15,0.4,11,6
5.1,0.11,0.32,1.6,28,12,90,0.99008,3.57,0.52,12.2,6
6.5,0.15,0.32,1.3,36,19,76,0.98964,3.18,0.41,12.3,6
5.3,0.16,0.39,1,28,40,101,0.99156,3.57,0.59,10.6,6
5.6,0.19,0.46,1.1,32,33,115,0.9909,3.36,0.5,10.4,6
5.6,0.18,0.58,1.25,34,29,129,0.98984,3.51,0.6,12,7
6.7,0.48,0.32,1.4,21,22,121,0.9889,3.15,0.53,12.7,7
6.2,0.23,0.23,1.2,18,18,128,0.99178,3.05,0.28,10.6,5
6,0.17,0.29,5,28,25,108,0.99076,3.14,0.34,12.3,6
6.7,0.48,0.32,1.4,21,22,121,0.9889,3.15,0.53,12.7,7
6.7,0.15,0.38,1.7,37,20,84,0.99046,3.09,0.53,11.4,6
4.2,0.17,0.36,1.8,29,93,161,0.98999,3.65,0.89,12,7
5.8,0.21,0.32,1.6,45,38,95,0.98946,3.23,0.94,12.4,8
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
6.7,0.15,0.38,1.7,37,20,84,0.99046,3.09,0.53,11.4,6
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5
6.5,0.15,0.55,5.9,45,75,162,0.99482,2.97,0.4,9.3,5
5.9,0.32,0.33,2.1,27,35,138,0.98945,3.37,0.42,12.7,6
5.7,0.37,0.3,1.1,29,24,88,0.98883,3.18,0.39,11.7,6
7.9,0.25,0.35,6.7,39,22,64,0.99362,2.93,0.49,10.7,5
7.2,0.21,0.28,2.7,33,38,94,0.99075,2.99,0.43,11.8,7
7,0.24,0.3,6.7,39,37,125,0.99436,3.2,0.39,9.9,5
6.8,475,0.33,3.95,47,16,81,0.98988,3.23,0.53,13.4,7
7,0.28,0.32,7.75,32,30,114,0.99158,3.12,0.64,12.8,7
6.9,0.4,0.3,10.6,33,24,87,0.99265,3.15,0.45,12.8,6
6.6,0.41,0.31,1.6,42,18,101,0.99195,3.13,0.41,10.5,5
6.4,0.2,0.28,2.5,32,24,84,0.99168,3.31,0.55,11.5,5
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4
8.4,0.36,0.36,11.1,32,21,132,0.99313,2.95,0.39,13,6
5.2,285,0.29,5.15,35,64,138,0.9895,3.19,0.34,12.4,8
6.9,0.2,0.3,4.7,41,40,148,0.9932,3.16,0.35,10.2,6
6.7,0.42,0.46,9.7,54,67,234,0.99848,3.23,0.5,9,5
6.2,0.16,0.34,1.7,38,85,153,0.9909,3.33,0.86,12,7
6.4,125,0.36,1.4,44,22,68,0.99014,3.15,0.5,11.7,7
6.4,0.44,0.26,2,54,20,180,0.9952,3.58,0.57,10,5
7,0.31,0.39,7.5,55,42,218,0.99652,3.37,0.54,10.3,5
6.7,0.42,0.46,9.7,54,67,234,0.99848,3.23,0.5,9,5
8.6,0.18,0.28,0.8,32,25,78,0.99104,2.99,0.38,11.1,5
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5
6.1,0.16,0.37,1.1,31,37,97,0.9922,3.4,0.58,10.5,6
6.5,0.22,0.32,2.2,28,36,92,0.99076,3.27,0.59,11.9,7
6.2,0.36,0.14,8.9,36,38,155,0.99622,3.27,0.5,9.4,5
5.7,0.21,0.25,1.1,35,26,81,0.9902,3.31,0.52,11.4,6
6.4,0.25,0.32,0.9,34,40,114,0.99114,3.31,0.58,10.8,7
7.6,0.31,0.26,1.7,73,40,157,0.9938,3.1,0.46,9.8,5
6.6,0.26,0.46,6.9,47,59,183,0.99594,3.2,0.45,9.3,5
5.7,0.21,0.25,1.1,35,26,81,0.9902,3.31,0.52,11.4,6
6.2,0.2,0.31,1,31,22,73,0.99035,3.24,0.52,11.3,6
6.2,0.18,0.3,1,31,23,73,0.99032,3.23,0.52,11.3,6
6.1,0.37,0.2,7.6,31,49,170,0.99558,3.22,0.48,9.5,5
6.2,0.36,0.14,8.9,36,38,155,0.99622,3.27,0.5,9.4,5
6.5,0.22,0.32,2.2,28,36,92,0.99076,3.27,0.59,11.9,7
7.7,0.18,0.3,1.2,46,49,199,0.99413,3.03,0.38,9.3,5
6.9,0.14,0.38,1,41,22,81,0.99043,3.03,0.54,11.4,6
6.9,0.14,0.38,1,41,22,81,0.99043,3.03,0.54,11.4,6
6,0.44,0.26,3.1,53,57,128,0.98982,3.22,0.39,12.7,6
7.1,0.36,0.4,1.95,33,26,118,0.98934,3.2,0.45,13.5,7
5.7,0.28,0.28,2.2,19,15,65,0.9902,3.06,0.52,11.2,6
6.4,0.16,0.32,8.75,38,38,118,0.99449,3.19,0.41,10.7,5
7.4,0.28,0.4,11.9,32,13,92,0.99629,3.01,0.46,10.8,4
6.7,0.39,0.31,2.7,54,27,202,0.9948,3.46,0.57,10.5,6
6.5,0.44,0.47,5.45,14,44,137,0.98984,3.13,0.32,13,8
6.9,0.22,0.31,6.3,29,41,131,0.99326,3.08,0.49,10.8,6
6.6,0.22,0.29,14.4,46,39,118,0.99834,3.05,0.5,9.1,6
7.7,0.25,0.3,7.8,38,67,196,0.99555,3.1,0.5,10.1,5
5.2,155,0.33,1.6,28,13,59,0.98975,3.3,0.84,11.9,8
7,0.31,0.31,9.1,36,45,140,0.99216,2.98,0.31,12,7
7,0.31,0.31,9.1,36,45,140,0.99216,2.98,0.31,12,7
6.6,0.22,0.29,14.4,46,39,118,0.99834,3.05,0.5,9.1,6
5.6,0.21,0.4,1.3,41,81,147,0.9901,3.22,0.95,11.6,8
5.2,155,0.33,1.6,28,13,59,0.98975,3.3,0.84,11.9,8
6.4,0.25,0.32,11.3,38,69,192,0.99573,3.14,0.5,10.2,6
6.9,0.22,0.31,6.3,29,41,131,0.99326,3.08,0.49,10.8,6
5.3,0.21,0.29,0.7,28,11,66,0.99215,3.3,0.4,9.8,5
7.1,0.27,0.28,1.25,23,3,89,0.98993,2.95,0.3,11.4,4
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5
7.7,0.25,0.3,7.8,38,67,196,0.99555,3.1,0.5,10.1,5
7,0.12,0.29,10.3,39,41,98,0.99564,3.19,0.38,9.8,8
7,0.12,0.29,10.3,39,41,98,0.99564,3.19,0.38,9.8,8
7.1,0.29,0.34,7.8,36,49,128,0.99397,3.21,0.4,10.7,6
7.2,0.3,0.3,8.7,22,14,111,0.99576,3.11,0.61,10.6,5
6.8,0.26,0.46,8.3,37,49,173,0.99601,3.17,0.47,9.3,5
7,0.12,0.29,10.3,39,41,98,0.99564,3.19,0.38,9.8,8
7.1,0.29,0.34,7.8,36,49,128,0.99397,3.21,0.4,10.7,6
4.9,0.33,0.31,1.2,16,39,150,0.98713,3.33,0.59,14,8
5.1,0.29,0.28,8.3,26,27,107,0.99308,3.36,0.37,11,6
5.1,0.29,0.28,8.3,26,27,107,0.99308,3.36,0.37,11,6
6.8,0.26,0.48,6.2,49,55,182,0.99582,3.21,0.45,9.4,6
6,0.28,0.52,5,78,30,139,0.99494,3.1,0.36,9,6
6,0.28,0.25,1.8,42,8,108,0.9929,3.08,0.55,9,5
7.2,0.2,0.22,1.6,44,17,101,0.99471,3.37,0.53,10,5
6.1,0.27,0.25,1.8,41,9,109,0.9929,3.08,0.54,9,5
6,0.28,0.25,1.8,42,8,108,0.9929,3.08,0.55,9,5
6.4,0.29,0.3,2.9,36,25,79,0.99037,3.29,0.6,12.4,7
7.4,0.35,0.24,6,42,28,123,0.99304,3.14,0.44,11.3,5
8.1,0.12,0.38,0.9,34,36,86,0.99026,2.8,0.55,12,6
6.4,0.12,0.3,1.1,31,37,94,0.98986,3.01,0.56,11.7,6
7.2,0.2,0.22,1.6,44,17,101,0.99471,3.37,0.53,10,5
7.3,0.4,0.26,5.45,16,26,90,0.98951,2.84,0.54,13.2,7
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6
6.9,0.38,0.38,13.1,112,14,94,0.99792,3.02,0.48,9.2,5
7.5,0.38,0.29,4.9,21,38,113,0.99026,3.08,0.48,13,7
5.8,0.19,0.24,1.3,44,38,128,0.99362,3.77,0.6,10.6,5
5.5,0.34,0.26,2.2,21,31,119,0.98919,3.55,0.49,13,8
6.6,0.23,0.3,14.9,51,33,118,0.99835,3.04,0.54,9,6
6.6,0.23,0.3,14.9,51,33,118,0.99835,3.04,0.54,9,6
8.4,0.31,0.31,0.95,21,52,148,0.99038,2.93,0.32,11.5,5
6.7,0.2,0.3,1.4,25,17,76,0.99104,3.11,0.44,11,6
8.4,0.31,0.31,0.95,21,52,148,0.99038,2.93,0.32,11.5,5
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5
6.3,0.22,0.22,5.6,39,31,128,0.99296,3.12,0.46,10.4,6
6.6,0.23,0.3,14.9,51,33,118,0.99835,3.04,0.54,9,6
7.5,0.19,0.4,7.1,56,50,110,0.9954,3.06,0.52,9.9,6
8,0.14,0.33,1.2,45,71,162,0.9914,3.07,0.47,11,6
6.8,0.32,0.39,9.6,26,34,124,0.99286,3.18,0.35,12.1,6
6.6,0.23,0.2,11.4,44,45,131,0.99604,2.96,0.51,9.7,6
6.6,0.23,0.2,11.4,44,45,131,0.99604,2.96,0.51,9.7,6
6.7,0.36,0.26,7.9,34,39,123,0.99119,2.99,0.3,12.2,7
6.1,0.38,0.42,5,16,31,113,0.99007,3.15,0.31,12.4,7
8.5,0.23,0.28,11.1,33,30,97,0.99507,3.03,0.39,10.5,7
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6
6,0.26,0.32,3.8,29,48,180,0.99011,3.15,0.34,12,6
6.9,0.3,0.3,10.55,37,4,28,0.99184,3.07,0.32,12.7,6
6.7,0.18,0.28,10.2,39,29,115,0.99469,3.11,0.45,10.9,7
6.7,0.18,0.28,10.2,39,29,115,0.99469,3.11,0.45,10.9,7
6.8,0.18,0.28,9.8,39,29,113,0.99406,3.11,0.45,10.9,7
7.2,0.19,0.31,6.3,34,17,103,0.99305,3.15,0.52,11.4,7
6.2,0.16,0.32,1.1,36,74,184,0.99096,3.22,0.41,11,6
5,0.27,0.32,4.5,32,58,178,0.98956,3.45,0.31,12.6,7
6.3,0.37,0.28,6.3,34,45,152,0.9921,3.29,0.46,11.6,7
6.6,0.2,0.27,10.9,38,29,130,0.99496,3.11,0.44,10.5,7
6.8,0.18,0.28,9.8,39,29,113,0.99406,3.11,0.45,10.9,7
6.8,0.18,0.28,9.8,39,29,113,0.99406,3.11,0.45,10.9,7
6.6,0.28,0.34,0.8,37,42,119,0.9888,3.03,0.37,12.5,6
6.5,0.35,0.36,0.8,34,32,111,0.98942,3.11,0.5,12.1,8
6.9,0.25,0.33,1.2,35,35,158,0.99082,3.02,0.58,11.3,6
6,0.32,0.3,1.3,25,18,112,0.98802,3.07,0.64,13.3,7
6.8,0.18,0.28,9.8,39,29,113,0.99406,3.11,0.45,10.9,7
6.7,0.18,0.28,10.2,39,29,115,0.99469,3.11,0.45,10.9,7
6.6,0.2,0.27,10.9,38,29,130,0.99496,3.11,0.44,10.5,7
6.3,0.37,0.28,6.3,34,45,152,0.9921,3.29,0.46,11.6,7
7.2,0.19,0.31,6.3,34,17,103,0.99305,3.15,0.52,11.4,7
6.3,0.18,0.36,1.2,34,26,111,0.99074,3.16,0.51,11,6
6.9,0.3,0.36,0.9,37,40,156,0.98968,3.08,0.36,12.1,6
6.2,0.16,0.32,1.1,36,74,184,0.99096,3.22,0.41,11,6
5,0.27,0.32,4.5,32,58,178,0.98956,3.45,0.31,12.6,7
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7
6.5,0.2,0.5,18.1,54,50,221,0.99941,2.94,0.64,8.8,6
6.7,0.25,0.31,1.35,61,30.5,218,0.99388,3.16,0.53,9.5,5
6.6,0.22,0.36,5.5,29,30,105,0.99206,3.2,0.47,11.8,6
6.8,0.25,0.37,3.1,26,29,93,0.99035,3.14,0.45,12.2,6
7,0.13,0.37,12.85,42,36,105,0.99581,3.05,0.55,10.7,6
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
7,0.13,0.37,12.85,42,36,105,0.99581,3.05,0.55,10.7,6
5.9,0.34,0.3,3.8,35,57,135,0.99016,3.09,0.34,12,6
6.8,0.22,0.31,6.9,37,33,121,0.99176,3.02,0.39,11.9,8
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
8.4,0.32,0.35,11.7,29,3,46,0.99439,3.02,0.34,11.8,6
6.8,0.27,0.29,4.6,46,6,88,0.99458,3.34,0.48,10.6,4
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
