fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.1,0.2,0.31,6.85,53.0,32.0,211.0,0.99587,3.31,0.59,10.4,6
6.6,0.25,0.51,8.0,47.0,61.0,189.0,0.9960399999999999,3.22,0.49,9.2,5
6.8,0.26,0.44,8.2,46.0,52.0,183.0,0.99584,3.2,0.51,9.4,5
6.5,0.37,0.3,2.2,33.0,39.0,107.0,0.9889399999999999,3.22,0.53,13.5,7
6.8,0.35,0.53,10.1,53.0,37.0,151.0,0.9963,3.07,0.4,9.4,5
6.5,0.37,0.3,2.2,33.0,39.0,107.0,0.9889399999999999,3.22,0.53,13.5,7
6.8,0.35,0.53,10.1,53.0,37.0,151.0,0.9963,3.07,0.4,9.4,5
6.9,0.31,0.32,1.6,36.0,34.0,114.0,0.9906799999999999,3.19,0.45,11.4,7
6.7,0.16,0.37,1.3,36.0,45.0,125.0,0.98964,3.19,0.51,12.4,7
6.6,0.25,0.51,8.0,47.0,61.0,189.0,0.9960399999999999,3.22,0.49,9.2,5
6.8,0.26,0.44,8.2,46.0,52.0,183.0,0.99584,3.2,0.51,9.4,5
5.6,0.15,0.31,5.3,38.0,8.0,79.0,0.9923,3.3,0.39,10.5,6
5.5,0.15,0.32,14.0,31.0,16.0,99.0,0.9943700000000001,3.26,0.38,11.5,8
7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.9923799999999999,3.34,0.44,10.8,6
7.0,0.27,0.48,6.1,42.0,60.0,184.0,0.99566,3.2,0.5,9.4,6
5.8,0.32,0.31,2.7,49.0,25.0,153.0,0.99067,3.44,0.73,12.2,7
7.8,0.26,0.31,3.6,25.0,22.0,100.0,0.99066,2.99,0.47,12.1,7
7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.66,10.9,5
6.7,0.16,0.34,1.6,26.0,27.0,109.0,0.9934,3.34,0.58,10.1,6
5.8,0.32,0.31,2.7,49.0,25.0,153.0,0.99067,3.44,0.73,12.2,7
6.7,0.19,0.39,1.0,32.0,14.0,71.0,0.9891200000000001,3.31,0.38,13.0,7
6.6,0.36,0.24,0.9,38.0,15.0,72.0,0.99066,3.23,0.39,11.0,5
7.2,0.17,0.41,1.6,52.0,24.0,126.0,0.9922799999999999,3.19,0.49,10.8,5
6.7,0.19,0.39,1.0,32.0,14.0,71.0,0.9891200000000001,3.31,0.38,13.0,7
6.0,0.11,0.47,10.6,52.0,69.0,148.0,0.9958,2.91,0.34,9.3,4
6.0,0.21,0.34,2.0,42.0,63.0,123.0,0.9905200000000001,3.44,0.42,11.4,6
6.6,0.4,0.46,6.2,56.0,42.0,241.0,0.9968,3.5,0.6,9.9,5
6.5,0.2,0.24,9.2,44.0,25.0,150.0,0.9950200000000001,3.22,0.44,10.5,5
7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.9908399999999999,3.06,0.48,12.4,6
7.2,0.26,0.4,6.3,47.0,52.0,172.0,0.9957299999999999,3.18,0.53,9.5,6
6.3,0.25,0.22,3.3,48.0,41.0,161.0,0.99256,3.16,0.5,10.5,6
6.5,0.22,0.45,8.0,53.0,52.0,196.0,0.9959,3.23,0.48,9.1,6
6.4,0.14,0.31,1.2,34.0,53.0,138.0,0.9908399999999999,3.38,0.35,11.5,7
6.4,0.14,0.31,1.2,34.0,53.0,138.0,0.9908399999999999,3.38,0.35,11.5,7
7.1,0.26,0.32,16.2,44.0,31.0,170.0,0.99644,3.17,0.37,11.2,5
6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.99526,3.22,0.4,10.8,5
6.6,0.45,0.43,7.2,64.0,31.0,186.0,0.9954,3.12,0.44,9.4,5
6.6,0.17,0.3,1.1,31.0,13.0,73.0,0.99095,3.17,0.58,11.0,6
7.2,0.44,0.28,3.4,48.0,22.0,112.0,0.9918799999999999,3.21,0.37,11.3,7
6.2,0.15,0.27,1.4,41.0,51.0,117.0,0.9909,3.28,0.38,11.2,6
6.3,0.25,0.22,3.3,48.0,41.0,161.0,0.99256,3.16,0.5,10.5,6
6.5,0.22,0.45,8.0,53.0,52.0,196.0,0.9959,3.23,0.48,9.1,6
7.3,0.26,0.3,9.3,0.05,35.0,154.0,0.9958100000000001,3.21,0.5,10.4,6
6.9,0.15,0.29,2.3,33.0,14.0,82.0,0.9913200000000001,3.1,0.58,11.2,7
5.8,0.22,0.29,0.9,34.0,34.0,89.0,0.98936,3.14,0.36,11.1,7
6.5,0.37,0.33,3.5,36.0,23.0,92.0,0.99136,3.18,0.38,11.2,6
5.9,0.2,0.4,1.3,47.0,23.0,92.0,0.9923200000000001,3.2,0.45,10.0,6
5.9,0.22,0.38,1.3,46.0,24.0,90.0,0.9923200000000001,3.2,0.47,10.0,6
6.5,0.22,0.29,7.4,28.0,16.0,87.0,0.99311,3.15,0.56,10.9,7
6.9,0.15,0.29,2.3,33.0,14.0,82.0,0.9913200000000001,3.1,0.58,11.2,7
5.8,0.2,0.34,1.0,35.0,40.0,86.0,0.98993,3.5,0.42,11.7,5
6.6,0.31,0.07,1.5,33.0,55.0,144.0,0.99208,3.16,0.42,10.0,5
6.7,0.24,0.29,14.9,53.0,55.0,136.0,0.99839,3.03,0.52,9.0,5
7.3,0.23,0.34,9.3,52.0,19.0,86.0,0.99574,3.04,0.56,10.0,5
7.9,0.2,0.39,1.0,41.0,37.0,154.0,0.99093,3.08,0.43,11.9,5
5.3,0.16,0.39,1.0,28.0,40.0,101.0,0.99156,3.57,0.59,10.6,6
6.4,0.21,0.28,5.9,47.0,29.0,101.0,0.9927799999999999,3.15,0.4,11.0,6
6.9,0.33,0.26,5.0,27.0,46.0,143.0,0.9924,3.25,0.43,11.2,7
5.6,0.18,0.58,1.25,34.0,29.0,129.0,0.9898399999999999,3.51,0.6,12.0,7
6.6,0.29,0.31,3.9,27.0,39.0,96.0,0.99035,3.24,0.6,12.6,8
6.9,0.33,0.26,5.0,27.0,46.0,143.0,0.9924,3.25,0.43,11.2,7
6.6,0.21,0.36,0.8,34.0,48.0,113.0,0.99165,3.24,0.68,10.5,6
7.3,0.21,0.33,1.0,37.0,66.0,144.0,0.9923,3.11,0.52,10.2,6
6.4,0.21,0.28,5.9,47.0,29.0,101.0,0.9927799999999999,3.15,0.4,11.0,6
5.1,0.11,0.32,1.6,28.0,12.0,90.0,0.99008,3.57,0.52,12.2,6
6.5,0.15,0.32,1.3,36.0,19.0,76.0,0.98964,3.18,0.41,12.3,6
5.3,0.16,0.39,1.0,28.0,40.0,101.0,0.99156,3.57,0.59,10.6,6
5.6,0.19,0.46,1.1,32.0,33.0,115.0,0.9909,3.36,0.5,10.4,6
5.6,0.18,0.58,1.25,34.0,29.0,129.0,0.9898399999999999,3.51,0.6,12.0,7
6.7,0.48,0.32,1.4,21.0,22.0,121.0,0.9889,3.15,0.53,12.7,7
6.2,0.23,0.23,1.2,18.0,18.0,128.0,0.9917799999999999,3.05,0.28,10.6,5
6.0,0.17,0.29,5.0,28.0,25.0,108.0,0.9907600000000001,3.14,0.34,12.3,6
6.7,0.48,0.32,1.4,21.0,22.0,121.0,0.9889,3.15,0.53,12.7,7
6.7,0.15,0.38,1.7,37.0,20.0,84.0,0.99046,3.09,0.53,11.4,6
6.7,0.15,0.38,1.7,37.0,20.0,84.0,0.99046,3.09,0.53,11.4,6
6.4,0.22,0.31,13.9,0.04,57.0,135.0,0.99672,3.21,0.38,10.7,5
6.5,0.15,0.55,5.9,45.0,75.0,162.0,0.99482,2.97,0.4,9.3,5
5.9,0.32,0.33,2.1,27.0,35.0,138.0,0.98945,3.37,0.42,12.7,6
5.7,0.37,0.3,1.1,29.0,24.0,88.0,0.9888299999999999,3.18,0.39,11.7,6
7.9,0.25,0.35,6.7,39.0,22.0,64.0,0.9936200000000001,2.93,0.49,10.7,5
7.2,0.21,0.28,2.7,33.0,38.0,94.0,0.99075,2.99,0.43,11.8,7
7.0,0.24,0.3,6.7,39.0,37.0,125.0,0.99436,3.2,0.39,9.9,5
7.0,0.28,0.32,7.75,32.0,30.0,114.0,0.9915799999999999,3.12,0.64,12.8,7
6.9,0.4,0.3,10.6,33.0,24.0,87.0,0.99265,3.15,0.45,12.8,6
6.6,0.41,0.31,1.6,42.0,18.0,101.0,0.99195,3.13,0.41,10.5,5
6.4,0.2,0.28,2.5,32.0,24.0,84.0,0.9916799999999999,3.31,0.55,11.5,5
8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,4
8.4,0.36,0.36,11.1,32.0,21.0,132.0,0.99313,2.95,0.39,13.0,6
6.9,0.2,0.3,4.7,41.0,40.0,148.0,0.9932,3.16,0.35,10.2,6
6.7,0.42,0.46,9.7,54.0,67.0,234.0,0.9984799999999999,3.23,0.5,9.0,5
6.4,125.0,0.36,1.4,44.0,22.0,68.0,0.9901399999999999,3.15,0.5,11.7,7
6.4,0.44,0.26,2.0,54.0,20.0,180.0,0.9952,3.58,0.57,10.0,5
7.0,0.31,0.39,7.5,55.0,42.0,218.0,0.9965200000000001,3.37,0.54,10.3,5
6.7,0.42,0.46,9.7,54.0,67.0,234.0,0.9984799999999999,3.23,0.5,9.0,5
8.6,0.18,0.28,0.8,32.0,25.0,78.0,0.9910399999999999,2.99,0.38,11.1,5
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,5
6.1,0.16,0.37,1.1,31.0,37.0,97.0,0.9922,3.4,0.58,10.5,6
6.5,0.22,0.32,2.2,28.0,36.0,92.0,0.9907600000000001,3.27,0.59,11.9,7
6.2,0.36,0.14,8.9,36.0,38.0,155.0,0.9962200000000001,3.27,0.5,9.4,5
5.7,0.21,0.25,1.1,35.0,26.0,81.0,0.9902,3.31,0.52,11.4,6
6.4,0.25,0.32,0.9,34.0,40.0,114.0,0.9911399999999999,3.31,0.58,10.8,7
7.6,0.31,0.26,1.7,73.0,40.0,157.0,0.9938,3.1,0.46,9.8,5
6.6,0.26,0.46,6.9,47.0,59.0,183.0,0.9959399999999999,3.2,0.45,9.3,5
5.7,0.21,0.25,1.1,35.0,26.0,81.0,0.9902,3.31,0.52,11.4,6
6.2,0.2,0.31,1.0,31.0,22.0,73.0,0.99035,3.24,0.52,11.3,6
6.2,0.18,0.3,1.0,31.0,23.0,73.0,0.9903200000000001,3.23,0.52,11.3,6
6.1,0.37,0.2,7.6,31.0,49.0,170.0,0.9955799999999999,3.22,0.48,9.5,5
6.2,0.36,0.14,8.9,36.0,38.0,155.0,0.9962200000000001,3.27,0.5,9.4,5
6.5,0.22,0.32,2.2,28.0,36.0,92.0,0.9907600000000001,3.27,0.59,11.9,7
7.7,0.18,0.3,1.2,46.0,49.0,199.0,0.99413,3.03,0.38,9.3,5
6.9,0.14,0.38,1.0,41.0,22.0,81.0,0.9904299999999999,3.03,0.54,11.4,6
6.9,0.14,0.38,1.0,41.0,22.0,81.0,0.9904299999999999,3.03,0.54,11.4,6
6.0,0.44,0.26,3.1,53.0,57.0,128.0,0.98982,3.22,0.39,12.7,6
7.1,0.36,0.4,1.95,33.0,26.0,118.0,0.98934,3.2,0.45,13.5,7
5.7,0.28,0.28,2.2,19.0,15.0,65.0,0.9902,3.06,0.52,11.2,6
6.4,0.16,0.32,8.75,38.0,38.0,118.0,0.99449,3.19,0.41,10.7,5
7.4,0.28,0.4,11.9,32.0,13.0,92.0,0.99629,3.01,0.46,10.8,4
6.7,0.39,0.31,2.7,54.0,27.0,202.0,0.9948,3.46,0.57,10.5,6
6.5,0.44,0.47,5.45,14.0,44.0,137.0,0.9898399999999999,3.13,0.32,13.0,8
6.9,0.22,0.31,6.3,29.0,41.0,131.0,0.99326,3.08,0.49,10.8,6
6.6,0.22,0.29,14.4,46.0,39.0,118.0,0.99834,3.05,0.5,9.1,6
7.7,0.25,0.3,7.8,38.0,67.0,196.0,0.99555,3.1,0.5,10.1,5
7.0,0.31,0.31,9.1,36.0,45.0,140.0,0.99216,2.98,0.31,12.0,7
7.0,0.31,0.31,9.1,36.0,45.0,140.0,0.99216,2.98,0.31,12.0,7
6.6,0.22,0.29,14.4,46.0,39.0,118.0,0.99834,3.05,0.5,9.1,6
6.4,0.25,0.32,11.3,38.0,69.0,192.0,0.9957299999999999,3.14,0.5,10.2,6
6.9,0.22,0.31,6.3,29.0,41.0,131.0,0.99326,3.08,0.49,10.8,6
5.3,0.21,0.29,0.7,28.0,11.0,66.0,0.99215,3.3,0.4,9.8,5
7.1,0.27,0.28,1.25,23.0,3.0,89.0,0.98993,2.95,0.3,11.4,4
5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,3.3,0.41,9.8,5
7.7,0.25,0.3,7.8,38.0,67.0,196.0,0.99555,3.1,0.5,10.1,5
7.0,0.12,0.29,10.3,39.0,41.0,98.0,0.99564,3.19,0.38,9.8,8
7.0,0.12,0.29,10.3,39.0,41.0,98.0,0.99564,3.19,0.38,9.8,8
7.1,0.29,0.34,7.8,36.0,49.0,128.0,0.99397,3.21,0.4,10.7,6
7.2,0.3,0.3,8.7,22.0,14.0,111.0,0.9957600000000001,3.11,0.61,10.6,5
6.8,0.26,0.46,8.3,37.0,49.0,173.0,0.9960100000000001,3.17,0.47,9.3,5
7.0,0.12,0.29,10.3,39.0,41.0,98.0,0.99564,3.19,0.38,9.8,8
7.1,0.29,0.34,7.8,36.0,49.0,128.0,0.99397,3.21,0.4,10.7,6
4.9,0.33,0.31,1.2,16.0,39.0,150.0,0.98713,3.33,0.59,14.0,8
5.1,0.29,0.28,8.3,26.0,27.0,107.0,0.99308,3.36,0.37,11.0,6
5.1,0.29,0.28,8.3,26.0,27.0,107.0,0.99308,3.36,0.37,11.0,6
6.8,0.26,0.48,6.2,49.0,55.0,182.0,0.99582,3.21,0.45,9.4,6
6.0,0.28,0.52,5.0,78.0,30.0,139.0,0.9949399999999999,3.1,0.36,9.0,6
6.0,0.28,0.25,1.8,42.0,8.0,108.0,0.9929,3.08,0.55,9.0,5
7.2,0.2,0.22,1.6,44.0,17.0,101.0,0.99471,3.37,0.53,10.0,5
6.1,0.27,0.25,1.8,41.0,9.0,109.0,0.9929,3.08,0.54,9.0,5
6.0,0.28,0.25,1.8,42.0,8.0,108.0,0.9929,3.08,0.55,9.0,5
6.4,0.29,0.3,2.9,36.0,25.0,79.0,0.9903700000000001,3.29,0.6,12.4,7
7.4,0.35,0.24,6.0,42.0,28.0,123.0,0.9930399999999999,3.14,0.44,11.3,5
8.1,0.12,0.38,0.9,34.0,36.0,86.0,0.99026,2.8,0.55,12.0,6
6.4,0.12,0.3,1.1,31.0,37.0,94.0,0.9898600000000001,3.01,0.56,11.7,6
7.2,0.2,0.22,1.6,44.0,17.0,101.0,0.99471,3.37,0.53,10.0,5
7.3,0.4,0.26,5.45,16.0,26.0,90.0,0.98951,2.84,0.54,13.2,7
7.7,0.11,0.34,14.05,0.04,41.0,114.0,0.99634,3.07,0.59,11.0,7
6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.9936799999999999,3.22,0.54,11.0,6
6.9,0.38,0.38,13.1,112.0,14.0,94.0,0.99792,3.02,0.48,9.2,5
7.5,0.38,0.29,4.9,21.0,38.0,113.0,0.99026,3.08,0.48,13.0,7
5.5,0.34,0.26,2.2,21.0,31.0,119.0,0.98919,3.55,0.49,13.0,8
6.6,0.23,0.3,14.9,51.0,33.0,118.0,0.99835,3.04,0.54,9.0,6
6.6,0.23,0.3,14.9,51.0,33.0,118.0,0.99835,3.04,0.54,9.0,6
8.4,0.31,0.31,0.95,21.0,52.0,148.0,0.9903799999999999,2.93,0.32,11.5,5
6.7,0.2,0.3,1.4,25.0,17.0,76.0,0.9910399999999999,3.11,0.44,11.0,6
8.4,0.31,0.31,0.95,21.0,52.0,148.0,0.9903799999999999,2.93,0.32,11.5,5
7.3,0.26,0.24,1.7,0.05,10.0,112.0,0.9928600000000001,3.11,0.43,9.9,5
6.3,0.22,0.22,5.6,39.0,31.0,128.0,0.9929600000000001,3.12,0.46,10.4,6
6.6,0.23,0.3,14.9,51.0,33.0,118.0,0.99835,3.04,0.54,9.0,6
7.5,0.19,0.4,7.1,56.0,50.0,110.0,0.9954,3.06,0.52,9.9,6
8.0,0.14,0.33,1.2,45.0,71.0,162.0,0.9914,3.07,0.47,11.0,6
6.8,0.32,0.39,9.6,26.0,34.0,124.0,0.9928600000000001,3.18,0.35,12.1,6
6.6,0.23,0.2,11.4,44.0,45.0,131.0,0.9960399999999999,2.96,0.51,9.7,6
6.6,0.23,0.2,11.4,44.0,45.0,131.0,0.9960399999999999,2.96,0.51,9.7,6
6.7,0.36,0.26,7.9,34.0,39.0,123.0,0.99119,2.99,0.3,12.2,7
6.1,0.38,0.42,5.0,16.0,31.0,113.0,0.9900700000000001,3.15,0.31,12.4,7
8.5,0.23,0.28,11.1,33.0,30.0,97.0,0.9950700000000001,3.03,0.39,10.5,7
7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.9959600000000001,3.28,0.57,10.4,6
6.0,0.26,0.32,3.8,29.0,48.0,180.0,0.99011,3.15,0.34,12.0,6
6.9,0.3,0.3,10.55,37.0,4.0,28.0,0.9918399999999999,3.07,0.32,12.7,6
6.7,0.18,0.28,10.2,39.0,29.0,115.0,0.99469,3.11,0.45,10.9,7
6.7,0.18,0.28,10.2,39.0,29.0,115.0,0.99469,3.11,0.45,10.9,7
6.8,0.18,0.28,9.8,39.0,29.0,113.0,0.99406,3.11,0.45,10.9,7
7.2,0.19,0.31,6.3,34.0,17.0,103.0,0.99305,3.15,0.52,11.4,7
6.2,0.16,0.32,1.1,36.0,74.0,184.0,0.9909600000000001,3.22,0.41,11.0,6
5.0,0.27,0.32,4.5,32.0,58.0,178.0,0.98956,3.45,0.31,12.6,7
6.3,0.37,0.28,6.3,34.0,45.0,152.0,0.9921,3.29,0.46,11.6,7
6.6,0.2,0.27,10.9,38.0,29.0,130.0,0.9949600000000001,3.11,0.44,10.5,7
6.8,0.18,0.28,9.8,39.0,29.0,113.0,0.99406,3.11,0.45,10.9,7
6.8,0.18,0.28,9.8,39.0,29.0,113.0,0.99406,3.11,0.45,10.9,7
6.6,0.28,0.34,0.8,37.0,42.0,119.0,0.9888,3.03,0.37,12.5,6
6.5,0.35,0.36,0.8,34.0,32.0,111.0,0.9894200000000001,3.11,0.5,12.1,8
6.9,0.25,0.33,1.2,35.0,35.0,158.0,0.99082,3.02,0.58,11.3,6
6.0,0.32,0.3,1.3,25.0,18.0,112.0,0.9880200000000001,3.07,0.64,13.3,7
6.8,0.18,0.28,9.8,39.0,29.0,113.0,0.99406,3.11,0.45,10.9,7
6.7,0.18,0.28,10.2,39.0,29.0,115.0,0.99469,3.11,0.45,10.9,7
6.6,0.2,0.27,10.9,38.0,29.0,130.0,0.9949600000000001,3.11,0.44,10.5,7
6.3,0.37,0.28,6.3,34.0,45.0,152.0,0.9921,3.29,0.46,11.6,7
7.2,0.19,0.31,6.3,34.0,17.0,103.0,0.99305,3.15,0.52,11.4,7
6.3,0.18,0.36,1.2,34.0,26.0,111.0,0.99074,3.16,0.51,11.0,6
6.9,0.3,0.36,0.9,37.0,40.0,156.0,0.9896799999999999,3.08,0.36,12.1,6
6.2,0.16,0.32,1.1,36.0,74.0,184.0,0.9909600000000001,3.22,0.41,11.0,6
5.0,0.27,0.32,4.5,32.0,58.0,178.0,0.98956,3.45,0.31,12.6,7
5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,7
6.5,0.2,0.5,18.1,54.0,50.0,221.0,0.99941,2.94,0.64,8.8,6
6.7,0.25,0.31,1.35,61.0,30.5,218.0,0.9938799999999999,3.16,0.53,9.5,5
6.6,0.22,0.36,5.5,29.0,30.0,105.0,0.99206,3.2,0.47,11.8,6
6.8,0.25,0.37,3.1,26.0,29.0,93.0,0.99035,3.14,0.45,12.2,6
7.0,0.13,0.37,12.85,42.0,36.0,105.0,0.9958100000000001,3.05,0.55,10.7,6
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6
7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.9936200000000001,2.99,0.44,11.4,6
7.0,0.13,0.37,12.85,42.0,36.0,105.0,0.9958100000000001,3.05,0.55,10.7,6
5.9,0.34,0.3,3.8,35.0,57.0,135.0,0.99016,3.09,0.34,12.0,6
6.8,0.22,0.31,6.9,37.0,33.0,121.0,0.9917600000000001,3.02,0.39,11.9,8
7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.9936200000000001,2.99,0.44,11.4,6
8.4,0.32,0.35,11.7,29.0,3.0,46.0,0.99439,3.02,0.34,11.8,6
6.8,0.27,0.29,4.6,46.0,6.0,88.0,0.9945799999999999,3.34,0.48,10.6,4
8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,5
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6
7.0,0.13,0.37,12.85,42.0,36.0,105.0,0.9958100000000001,3.05,0.55,10.7,6
8.4,0.22,0.3,8.9,24.0,17.0,118.0,0.99456,2.99,0.34,10.5,6
7.4,0.32,0.22,11.7,35.0,44.0,150.0,0.9957799999999999,3.1,0.45,10.4,5
7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,3.2,0.55,10.5,6
7.1,0.47,0.29,14.8,24.0,22.0,142.0,0.99518,3.12,0.48,12.0,8
7.1,0.47,0.29,14.8,24.0,22.0,142.0,0.99518,3.12,0.48,12.0,8
5.8,0.19,0.25,10.8,42.0,33.0,124.0,0.99646,3.22,0.41,9.2,6
6.7,0.14,0.46,1.6,36.0,15.0,92.0,0.99264,3.37,0.49,10.9,5
6.8,0.24,0.38,8.3,45.0,50.0,185.0,0.9957799999999999,3.15,0.5,9.5,6
6.9,0.25,0.47,8.4,42.0,36.0,156.0,0.9960399999999999,3.15,0.55,9.4,6
6.0,0.24,0.33,2.5,26.0,31.0,85.0,0.9901399999999999,3.13,0.5,11.3,7
6.8,0.29,0.34,3.5,54.0,26.0,189.0,0.9948899999999999,3.42,0.58,10.4,5
6.3,0.33,0.42,17.2,37.0,57.0,170.0,0.99884,3.26,0.57,9.4,6
6.5,0.23,0.45,2.1,27.0,43.0,104.0,0.99054,3.02,0.52,11.3,6
6.3,0.27,0.29,12.2,44.0,59.0,196.0,0.99782,3.14,0.4,8.8,6
6.3,0.2,0.37,11.8,45.0,58.0,130.0,0.99519,3.2,0.35,10.8,5
6.2,0.33,0.41,16.8,37.0,58.0,173.0,0.99882,3.25,0.57,9.4,6
6.3,0.33,0.42,17.2,37.0,57.0,170.0,0.99884,3.26,0.57,9.4,6
6.0,0.27,0.3,14.7,44.0,15.0,144.0,0.99666,3.12,0.53,10.3,6
5.7,0.12,0.26,5.5,34.0,21.0,99.0,0.99324,3.09,0.57,9.9,6
6.9,0.24,0.37,6.1,27.0,38.0,112.0,0.9908600000000001,3.19,0.34,12.4,6
7.7,0.18,0.53,1.2,41.0,42.0,167.0,0.9908,3.11,0.44,11.9,5
7.1,0.17,0.43,1.3,23.0,33.0,132.0,0.99067,3.11,0.56,11.7,6
5.6,0.2,0.66,10.2,43.0,78.0,175.0,0.9945,2.98,0.43,10.4,7
7.6,0.17,0.36,4.5,42.0,26.0,102.0,0.9942700000000001,3.09,0.47,9.5,5
5.8,0.15,0.31,5.9,36.0,7.0,73.0,0.9915200000000001,3.2,0.43,11.9,6
6.3,0.25,0.44,1.7,24.0,36.0,116.0,0.98935,3.18,0.4,12.5,6
6.9,0.28,0.41,1.4,16.0,6.0,55.0,0.9887600000000001,3.16,0.4,13.4,5
6.2,0.25,0.38,7.9,45.0,54.0,208.0,0.99572,3.17,0.46,9.1,5
8.5,0.19,0.48,1.1,26.0,23.0,58.0,0.9918399999999999,2.9,0.5,10.5,6
6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,5
6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,5
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8
6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,5
7.0,0.15,0.38,15.3,45.0,54.0,120.0,0.9975,3.18,0.42,9.8,6
7.3,0.28,0.42,1.2,33.0,29.0,142.0,0.99205,3.17,0.43,10.7,4
6.1,0.18,0.38,2.3,33.0,28.0,111.0,0.98962,3.16,0.49,12.4,6
7.0,0.53,0.43,6.1,29.0,6.0,76.0,0.99118,3.08,0.5,12.5,8
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8
6.5,0.36,0.38,10.2,28.0,20.0,82.0,0.99274,3.1,0.43,12.1,7
6.7,0.24,0.41,2.9,39.0,48.0,122.0,0.9905200000000001,3.25,0.43,12.0,5
6.6,0.25,0.33,8.5,42.0,29.0,141.0,0.99546,3.28,0.6,10.4,5
6.4,0.15,0.4,1.5,42.0,23.0,87.0,0.98972,3.11,0.46,12.2,7
6.3,0.28,0.3,3.1,39.0,24.0,115.0,0.9942,3.05,0.43,8.6,5
6.2,0.25,0.38,7.9,45.0,54.0,208.0,0.99572,3.17,0.46,9.1,5
7.1,0.28,0.35,3.5,28.0,35.0,91.0,0.9902200000000001,2.96,0.33,12.1,5
6.6,0.35,0.34,4.9,32.0,9.0,125.0,0.9925299999999999,3.32,0.81,12.0,5
8.5,0.19,0.48,1.1,26.0,23.0,58.0,0.9918399999999999,2.9,0.5,10.5,6
6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,5
6.0,0.35,0.51,1.2,29.0,10.0,102.0,0.9903,3.46,0.42,11.9,6
5.8,0.31,0.32,4.5,24.0,28.0,94.0,0.98906,3.25,0.52,13.7,7
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6
8.5,0.23,0.4,9.9,36.0,24.0,88.0,0.9951,3.02,0.42,10.5,6
5.8,0.31,0.32,4.5,24.0,28.0,94.0,0.98906,3.25,0.52,13.7,7
6.3,0.37,0.37,1.5,24.0,12.0,76.0,0.9887600000000001,2.94,0.39,12.3,6
6.2,0.36,0.38,3.2,31.0,20.0,89.0,0.98956,3.06,0.33,12.0,7
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6
6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,6
7.6,0.27,0.52,3.2,43.0,28.0,152.0,0.99129,3.02,0.53,11.4,6
7.0,0.25,0.45,2.3,45.0,40.0,118.0,0.99064,3.16,0.48,11.9,7
6.8,0.13,0.39,1.4,34.0,19.0,102.0,0.99121,3.23,0.6,11.3,7
6.6,0.78,0.5,1.5,45.0,30.0,133.0,0.9910399999999999,3.25,0.48,11.7,5
5.1,0.33,0.27,6.7,22.0,44.0,129.0,0.99221,3.36,0.39,11.0,7
6.7,0.34,0.4,2.1,33.0,34.0,111.0,0.98924,2.97,0.48,12.2,7
6.7,0.14,0.51,4.3,28.0,57.0,124.0,0.9917600000000001,2.91,0.54,10.7,7
7.0,0.26,0.34,10.9,38.0,25.0,84.0,0.9943200000000001,3.11,0.34,10.9,6
6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,6
7.0,0.25,0.45,2.3,45.0,40.0,118.0,0.99064,3.16,0.48,11.9,7
7.6,0.21,0.49,2.5,47.0,20.0,130.0,0.9917799999999999,3.15,0.48,11.1,5
7.7,0.26,0.51,2.6,45.0,26.0,159.0,0.99126,3.0,0.5,11.2,6
7.6,0.27,0.52,3.2,43.0,28.0,152.0,0.99129,3.02,0.53,11.4,6
